mean,sd,q025,median,q975,metric,method,grid_cell
2.8359510926432763,0.23118764141723186,2.4040431211833795,2.8277307838603463,3.2833948367672128,corrected_richness,ols,56
3.269944278797171,0.22663266112704333,2.8730954483117177,3.2651017120768984,3.7529113724521563,corrected_richness,ols,57
3.092097624574389,0.23249493317991202,2.628210822985674,3.08311832796552,3.5149892224368133,corrected_richness,ols,128
3.4223108672897617,0.22004890970098115,2.9792836718252564,3.4363297719790733,3.828413605355285,corrected_richness,ols,198
3.4931145418494625,0.22122452780939544,3.0469206063544485,3.4946039665001045,3.9451716659994043,corrected_richness,ols,199
1.896280287653644,0.1943730999822021,1.4887032195328065,1.9129234350438886,2.2441497856697787,corrected_richness,ols,203
3.352119794042685,0.21057681117631333,2.9242984602930986,3.3569977598071263,3.7485471581155148,corrected_richness,ols,270
3.4711281578948636,0.21668618455486816,3.020568568731012,3.4703877471165616,3.8615086025254133,corrected_richness,ols,271
3.4722915017840017,0.21740050819819426,3.0295763049589186,3.4709079468412547,3.869657137030375,corrected_richness,ols,272
3.518989035165355,0.2332637724739494,3.0646460755246467,3.5279181620463955,3.9786154776101705,corrected_richness,ols,274
2.850396310688601,0.23142863686208398,2.431467831998924,2.8580957430619227,3.2986729453256944,corrected_richness,ols,276
3.451554087692669,0.2727366041307751,2.9520442005142744,3.4333774989082775,3.959448599044683,corrected_richness,ols,341
2.7022321777741296,0.252168405193773,2.2183360155819196,2.7019537176548205,3.1523805286296,corrected_richness,ols,342
2.4484667642958233,0.2578925609510424,2.0077830036816104,2.43544822180262,2.9526326283347677,corrected_richness,ols,343
2.923222836541133,0.2436888330459957,2.4619454249152595,2.9192194488363046,3.4050260102975134,corrected_richness,ols,344
3.3760433457470027,0.2264060339152907,2.923984855301263,3.3785983857036834,3.7735976622299248,corrected_richness,ols,345
3.2107382747115785,0.19774934894771734,2.8079814074762433,3.2123454265145597,3.5922557569573303,corrected_richness,ols,347
3.2490785394024866,0.21130874182430348,2.8322687945982015,3.248353897909898,3.6666885410802235,corrected_richness,ols,412
3.6905631337588924,0.21200002206872995,3.2812154958295814,3.6902219500630364,4.123413178967837,corrected_richness,ols,413
3.6673918160086325,0.2085247060999365,3.255073883576692,3.665533725077697,4.067451344436743,corrected_richness,ols,414
3.88565671747501,0.224693109224637,3.4453036432195994,3.871037906882316,4.309586158014467,corrected_richness,ols,415
3.8822623710627155,0.2308356592343578,3.4537048790703424,3.869807726007495,4.31602201566544,corrected_richness,ols,416
2.5223258347687927,0.24539253291361734,2.0520218170727538,2.5222541760166726,2.9772178064847115,corrected_richness,ols,417
2.591001556013674,0.23643332385173507,2.1370140018958153,2.599053335350745,3.0413626040271877,corrected_richness,ols,418
3.848878571917039,0.24028825191069847,3.401067740395443,3.8518145519430163,4.3098735481147985,corrected_richness,ols,483
3.6459822630194627,0.24078898307595314,3.171709345513705,3.652791943109408,4.08261757786603,corrected_richness,ols,484
3.654794962052273,0.24040455645935674,3.2257136945494036,3.65724017940651,4.069742225384904,corrected_richness,ols,485
3.9288016706860454,0.23672678147417703,3.4445357656578426,3.9215658461033547,4.384062867813746,corrected_richness,ols,486
3.781121520874395,0.2412965256745754,3.2998597680280626,3.790959886261226,4.2241813736687766,corrected_richness,ols,487
3.903167793781192,0.24123475540280254,3.4357768615715485,3.903806147488696,4.346984982404053,corrected_richness,ols,554
3.867623262517948,0.2475916386977101,3.3687894183265863,3.868005235814998,4.331298368018132,corrected_richness,ols,555
3.700298914142413,0.24647196830594847,3.216196124310729,3.6949573564926577,4.126089165842157,corrected_richness,ols,556
3.579183567199979,0.23936774030836394,3.1085498766723534,3.5705993143943324,3.999468311277451,corrected_richness,ols,557
3.663507717881722,0.246059395300926,3.1700537650014966,3.6531275554764795,4.110480855665781,corrected_richness,ols,558
3.902400641101925,0.23910808301718708,3.392206929643949,3.8968164334753976,4.337418503104297,corrected_richness,ols,559
3.6911842760226334,0.2244340201121862,3.2286393635635973,3.697305556708005,4.1721855141776425,corrected_richness,ols,560
2.2972783755215906,0.19165696853081454,1.927033843066304,2.301549310562298,2.661673463129287,corrected_richness,ols,561
2.68697766782394,0.1798778627604596,2.3468866055618127,2.675746186200021,3.058570869707097,corrected_richness,ols,563
2.469902502532269,0.17054253006718056,2.138323307328351,2.471995812958806,2.8091627512507014,corrected_richness,ols,564
2.6601999984341123,0.18113019878488434,2.3339411734373177,2.663986869070478,3.032571660654007,corrected_richness,ols,592
2.525013374002281,0.17225121462419277,2.175968753713061,2.516077872758122,2.885805003421419,corrected_richness,ols,593
2.495297748229592,0.2050334313801418,2.121279653673628,2.48592940477341,2.8875205455188273,corrected_richness,ols,625
2.7350371090189554,0.20264367307248202,2.3494036632822177,2.731787990309561,3.116560418394989,corrected_richness,ols,626
2.9038539969638086,0.19826248555640838,2.5125328210119102,2.903291191780035,3.2982186049866513,corrected_richness,ols,627
2.77273191684417,0.19662661414007124,2.386952309247391,2.7701189627640272,3.162261118737375,corrected_richness,ols,628
3.0250950077637526,0.20038134020906678,2.628703051454919,3.020888488723034,3.429107528781051,corrected_richness,ols,629
3.0734470441775037,0.2154313783507004,2.6855417327895337,3.072970279100981,3.54571407957413,corrected_richness,ols,630
3.4997281189329534,0.23187326698182398,3.0827450838099693,3.5041693657368853,3.933889732125279,corrected_richness,ols,634
2.9561341626044193,0.22063046768335756,2.57101029746908,2.9568237028477835,3.389511823891215,corrected_richness,ols,635
2.481275715741225,0.2022551997280672,2.076700557531377,2.481665204395688,2.888340188803099,corrected_richness,ols,636
2.76463926785702,0.23618768563744333,2.335715001310682,2.7705269230450473,3.2027235954791915,corrected_richness,ols,637
3.164930744183353,0.21507631618870776,2.751037273269059,3.1735076290723407,3.6109805875863916,corrected_richness,ols,640
2.3525052493541745,0.17506952284867025,2.0283671191889807,2.358365696965291,2.656418430950467,corrected_richness,ols,663
2.4862620998663094,0.1654234506758322,2.181595978239965,2.4814191028766777,2.806038085571887,corrected_richness,ols,664
2.520085417924867,0.1680982396782329,2.20444710223584,2.5208074607720636,2.866706916385618,corrected_richness,ols,665
2.48569585437272,0.16422804039283181,2.175612575527526,2.4936634518479686,2.8142715551823954,corrected_richness,ols,666
3.3522900145684473,0.2320384090654832,2.909956885646256,3.3411121199262626,3.8172314398973564,corrected_richness,ols,696
3.056786478391145,0.2213748135983947,2.590947189139284,3.0535234763550916,3.444477310575557,corrected_richness,ols,698
